Category	Term	Count	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	IL1R1
GOTERM_BP_FAT	GO:0022610~biological adhesion	39	0.013151061	"SRPX, PCDHGB5, CCM2L, PRKX, PTPRK, ANTXR1, LPP, CRKL, NT5E, CASP8, FLRT3, HES1, SPTAN1, SPTBN1, MICB, LYN, CAST, EPHA4, XBP1, EGR3, ANXA1, IDH1, TPBG, FN1, PCDHB11, PCDHB10, ANLN, HCK, PCDHB2, PCDHB6, ANOS1, MYH9, PCDHB5, PCDHB4, ESYT2, PCDHB3, PCDHB9, PCDHB8, HLA-DQB1"	258	1705	16650	1.476164496	1	1	1	
GOTERM_BP_FAT	GO:1903708~positive regulation of hemopoiesis	8	0.013465059	"KLF10, XBP1, FOXC1, EGR3, CASP8, ANXA1, TRIB1, ACVR2A"	258	163	16650	3.167356256	1	1	1	
GOTERM_BP_FAT	GO:0030162~regulation of proteolysis	20	0.013751768	"CAST, XBP1, CRIM1, EIF2AK3, FN1, XIAP, RCHY1, TFPI, ANTXR1, PARL, ITCH, RNF114, CASP8, RNF19A, ANOS1, MYH9, FBXO5, FNIP1, TRIB1, PTPN3"	258	708	16650	1.823019314	1	1	1	
GOTERM_BP_FAT	GO:0001944~vasculature development	18	0.014069848	"XBP1, EDN1, FOXC1, SEC24B, EGR3, ANXA3, TIPARP, EIF2AK3, FN1, PRKX, SULF1, PLXDC1, ANTXR1, CRKL, FGF18, RLN2, MYH9, HES1"	258	610	16650	1.904308044	1	1	1	
GOTERM_BP_FAT	GO:0071363~cellular response to growth factor stimulus	18	0.014069848	"KLF10, CDKN2B, XBP1, EDN1, FOXC1, EGR3, RBFOX2, XIAP, PTPRK, PTPN12, SULF1, ACVR2A, FNTA, FLRT3, FGF18, ANOS1, HES1, BMPR1B"	258	610	16650	1.904308044	1	1	1	
GOTERM_BP_FAT	GO:0018105~peptidyl-serine phosphorylation	10	0.014462674	"CLK1, RASSF2, TNKS, C8ORF44-SGK3, STK39, EIF2AK3, LMTK2, PRKX, SGK3, FNIP1"	258	246	16650	2.623369257	1	1	1	
GOTERM_BP_FAT	GO:0070085~glycosylation	11	0.014582271	"ALG1L2, GALNT12, TNKS, TIPARP, MGAT5, SLC35C2, SIRT5, ST3GAL5, MAN1A1, GXYLT2, ST3GAL1"	258	289	16650	2.456345055	1	1	1	
GOTERM_BP_FAT	GO:0018193~peptidyl-amino acid modification	29	0.016168758	"KDM3A, NUP205, TNKS, STK39, PRKX, RASSF2, ST3GAL5, EPC2, HES1, FNIP1, ST3GAL1, LYN, EPHA4, EIF2AK3, LMTK2, SIRT5, CDYL, PHC3, CLK1, TPST1, HCK, P4HA2, C8ORF44-SGK3, TTLL1, FGF18, SGK3, BCOR, TOP1, MET"	258	1185	16650	1.579334707	1	1	1	
GOTERM_BP_FAT	GO:0006415~translational termination	6	0.016524972	"PTCD3, MRPL1, MRPL47, MTRF1L, MRPL32, MRPS5"	258	96	16650	4.033430233	1	1	1	
GOTERM_BP_FAT	GO:0043241~protein complex disassembly	10	0.016740518	"GLE1, PTCD3, MRPL1, MRPL47, FGF13, MTRF1L, SPTAN1, SPTBN1, MRPL32, MRPS5"	258	252	16650	2.560908084	1	1	1	
GOTERM_BP_FAT	GO:0051170~nuclear import	11	0.018018755	"XBP1, NUP205, TMCO6, OGG1, G3BP2, SMN2, HES1, SMN1, ECT2, RANBP6, SPTBN1"	258	299	16650	2.374193047	1	1	1	
GOTERM_BP_FAT	GO:1901532~regulation of hematopoietic progenitor cell differentiation	3	0.019111386	"FOXC1, HES1, FNIP1"	258	14	16650	13.82890365	1	1	1	
GOTERM_BP_FAT	GO:0018209~peptidyl-serine modification	10	0.019491166	"CLK1, RASSF2, TNKS, C8ORF44-SGK3, STK39, EIF2AK3, LMTK2, PRKX, SGK3, FNIP1"	258	259	16650	2.491694352	1	1	1	
GOTERM_BP_FAT	GO:0032269~negative regulation of cellular protein metabolic process	25	0.01957482	"KDM3A, STK39, XIAP, DUSP18, TFPI, PURA, CASP8, RASSF2, FLRT3, DGCR8, FBXO5, FNIP1, LYN, CAST, CDKN2B, XBP1, EDN1, IGFBP5, CRIM1, EIF2AK3, ITCH, ANOS1, BCOR, TRIB1, PTPN3"	258	992	16650	1.626383158	1	1	1	
GOTERM_BP_FAT	GO:0032984~macromolecular complex disassembly	10	0.020625839	"GLE1, PTCD3, MRPL1, MRPL47, FGF13, MTRF1L, SPTAN1, SPTBN1, MRPL32, MRPS5"	258	262	16650	2.463163501	1	1	1	
GOTERM_BP_FAT	GO:0034613~cellular protein localization	36	0.022083284	"NUP205, TNKS, OGG1, STX18, RGPD6, RGPD5, RGPD8, PTPRK, MAIP1, TSPAN33, HK2, PARL, CASP8, SYNGAP1, FNTA, CLTCL1, G3BP2, HES1, ECT2, SPTBN1, PLS1, BARD1, XBP1, SEC24B, MIOS, EIF2AK3, RANBP6, GDAP1, TMCO6, DKC1, TMSB15B, CPE, FGF13, DCP1A, RAB3GAP1, SLC25A6"	258	1600	16650	1.452034884	1	1	1	
GOTERM_BP_FAT	GO:0007411~axon guidance	9	0.022845669	"EPHA4, FLRT3, LHX2, DPYSL2, ANOS1, BMPR1B, SPTAN1, SPTBN1, MATN2"	258	223	16650	2.604546877	1	1	1	
GOTERM_BP_FAT	GO:0033365~protein localization to organelle	23	0.022940106	"XBP1, NUP205, TNKS, OGG1, EIF2AK3, RGPD6, RGPD5, RGPD8, RANBP6, MAIP1, GDAP1, HK2, PARL, TMCO6, CASP8, DKC1, G3BP2, HES1, ECT2, DCP1A, RAB3GAP1, SPTBN1, SLC25A6"	258	902	16650	1.645567988	1	1	1	
GOTERM_BP_FAT	GO:0097485~neuron projection guidance	9	0.02316058	"EPHA4, FLRT3, LHX2, DPYSL2, ANOS1, BMPR1B, SPTAN1, SPTBN1, MATN2"	258	224	16650	2.592919435	1	1	1	
GOTERM_BP_FAT	GO:0016310~phosphorylation	47	0.023393392	"TRIO, PPM1L, TNKS, IRS1, MAGED1, STK39, PRKX, DUSP18, ADCY1, HK2, CRKL, RASSF2, SYNGAP1, FLRT3, PMPCB, HES1, FNIP1, ECT2, ST3GAL1, SPTAN1, SPTBN1, LYN, EPHA4, CDKN2B, XBP1, NQO2, EDN1, FN1, EIF2AK3, LMTK2, CHCHD10, HUS1, PHKA2, ACVR2A, CLK1, HCK, ITCH, C8ORF44-SGK3, STK17B, CCNG1, FGF18, SGK3, TOP1, BMPR1B, FGF13, TRIB1, MET"	258	2229	16650	1.360762465	1	1	1	
GOTERM_BP_FAT	GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway	18	0.02359719	"LYN, EPHA4, XBP1, FOXC1, RBFOX2, IGFBP5, IRS1, TIPARP, CRIM1, EIF2AK3, PTPN12, SULF1, HCK, RASSF2, FLRT3, FGF18, ANOS1, MET"	258	648	16650	1.792635659	1	1	1	
GOTERM_BP_FAT	GO:0022411~cellular component disassembly	15	0.024187054	"PTCD3, NUP205, FN1, MRPL47, MRPS5, MRPL32, HK2, GLE1, CASP8, MRPL1, FNTA, FGF13, MTRF1L, SPTAN1, SPTBN1"	258	502	16650	1.928333179	1	1	1	
GOTERM_BP_FAT	GO:0070727~cellular macromolecule localization	36	0.024571678	"NUP205, TNKS, OGG1, STX18, RGPD6, RGPD5, RGPD8, PTPRK, MAIP1, TSPAN33, HK2, PARL, CASP8, SYNGAP1, FNTA, CLTCL1, G3BP2, HES1, ECT2, SPTBN1, PLS1, BARD1, XBP1, SEC24B, MIOS, EIF2AK3, RANBP6, GDAP1, TMCO6, DKC1, TMSB15B, CPE, FGF13, DCP1A, RAB3GAP1, SLC25A6"	258	1613	16650	1.440332185	1	1	1	
GOTERM_BP_FAT	GO:0000904~cell morphogenesis involved in differentiation	20	0.024688165	"EPHA4, SEC24B, RBFOX2, FN1, ADCY1, ANTXR1, CRKL, SYNGAP1, LHX2, FLRT3, DPYSL2, ANOS1, MYH9, HES1, BMPR1B, FGF13, MET, SPTAN1, SPTBN1, MATN2"	258	753	16650	1.714073937	1	1	1	
GOTERM_BP_FAT	GO:0006935~chemotaxis	16	0.024753151	"LYN, EPHA4, EDN1, EGR3, ANXA1, LHX2, FLRT3, DPYSL2, FGF18, ANOS1, LBP, BMPR1B, MET, SPTAN1, SPTBN1, MATN2"	258	552	16650	1.87057634	1	1	1	
GOTERM_BP_FAT	GO:0042330~taxis	16	0.025108745	"LYN, EPHA4, EDN1, EGR3, ANXA1, LHX2, FLRT3, DPYSL2, FGF18, ANOS1, LBP, BMPR1B, MET, SPTAN1, SPTBN1, MATN2"	258	553	16650	1.867193742	1	1	1	
GOTERM_BP_FAT	GO:0010467~gene expression	98	0.025612706	"GLE1, PMPCB, EPC2, FBXO5, RBFOX2, IGFBP5, SLC35C2, CDYL, SAP30, PDE12, DKC1, RPL7L1, ZSCAN21, DXO, SRFBP1, TRIB1, METTL2B, NUP205, MAGED1, TNKS, GTF2E1, CDKN2AIP, SMN2, OTX1, SMN1, ZSCAN16, BARD1, ABCA2, XBP1, EGR3, PNO1, TIPARP, FN1, EIF2AK3, PBX2, CLK1, LHX2, C8ORF44-SGK3, PIR, RLN2, CPE, BMPR1B, MXD1, DCP1A, PAM, FARSB, OGG1, PTPRK, MRPL32, CASP8, MRPL1, DGCR8, LMCD1, RBM5, KLF10, UTP15, ZHX2, EDN1, ZHX3, PRORSD1P, ANXA3, SIRT5, MRPL47, PRPF40A, MRPS5, WDR33, HCK, MYH9, RBMS1, SGK3, TOP1, MET, VGLL1, MTRF1L, SLC25A6, KDM3A, FOXC1, ZBTB43, XIAP, TSPAN33, PARL, PURA, FIP1L1, HES1, FNIP1, PTCD3, ZNF462, CDKN2B, NIFK, EYA2, GRHL1, SULF1, ACVR2A, ITCH, ZNF618, BCOR, PABPC1L, RAB3GAP1"	258	5306	16650	1.191937166	1	1	1	
GOTERM_BP_FAT	GO:0033993~response to lipid	22	0.025669844	"LYN, ABCA2, DDX18, XBP1, KDM3A, EDN1, ANXA1, RBFOX2, ANXA3, OGG1, IDH1, MGST2, ADCY1, FBXO32, TFPI, GDAP1, HCK, CASP8, LBP, TRIB1, PAM, MICB"	258	860	16650	1.650892374	1	1	1	
GOTERM_BP_FAT	GO:0044723~single-organism carbohydrate metabolic process	18	0.026184192	"ALG1L2, GALNT12, IGFBP5, TNKS, IRS1, TIPARP, IDH1, SLC35C2, SIRT5, GXYLT2, PHKA2, HK2, GM2A, MGAT5, ST3GAL5, MAN1A1, GALM, ST3GAL1"	258	656	16650	1.770774248	1	1	1	
