"","GSM4731601","GSM4731602","GSM4731603","GSM4731604","GSM4731605","GSM4731606","GSM4731607","GSM4731608","GSM4731609","GSM4731610","GSM4731611","GSM4731612","GSM4731613","GSM4731614","GSM4731615","GSM4731616","GSM4731617","GSM4731618"
"RPS29P14",5.165147334,4.839517687,5.482338747,5.192539615,5.778047886,5.194574557,4.792804602,5.338850086,5.435624763,5.205975654,5.183445867,5.060150787,4.374559499,4.406633189,4.754200504,4.624128981,4.52349871,4.417956604
"ZNF483",5.965399199,5.678234083,6.323562116,5.869602186,6.447935983,5.948347259,5.813092495,6.126545537,6.322070653,6.042832608,6.131006194,6.179857564,5.055054451,5.609367562,5.487629502,4.983085259,5.177973166,4.849438882
"DPY19L2P1",6.0178096,5.596899568,6.735512364,5.833658585,6.626064944,6.201094577,5.515505535,6.026037228,5.836873513,5.905390751,5.757321171,6.55478792,4.829637345,5.34488324,5.495776633,5.094816311,5.499168222,4.758897909
"ZNF618",7.654299126,7.654660212,7.399509839,7.697077689,7.630485901,7.766063083,7.543281282,7.55680108,7.526004332,7.599546675,7.578412366,7.413259464,6.670851214,6.731175949,6.744016934,6.389004834,6.360417078,6.417731347
"C8orf44-SGK3",6.970837474,6.787792275,6.993549983,6.889121984,7.31938503,6.878310718,6.666700803,7.038366982,7.234526384,6.692095397,6.773572253,6.774011035,5.502408927,5.700744619,5.709046444,5.930648433,5.745589441,5.464522908
"SGK3",6.970837474,6.787792275,6.993549983,6.889121984,7.31938503,6.878310718,6.666700803,7.038366982,7.234526384,6.692095397,6.773572253,6.774011035,5.502408927,5.700744619,5.709046444,5.930648433,5.745589441,5.464522908
"SNHG6",6.525921407,6.353922461,6.526605527,6.472404132,6.924688538,6.433264786,6.340830291,6.416118652,6.829570222,6.470731992,6.531063351,6.57057299,5.608942496,5.732159925,5.729071896,5.535244661,5.765053988,5.330184356
"SNORD87",6.525921407,6.353922461,6.526605527,6.472404132,6.924688538,6.433264786,6.340830291,6.416118652,6.829570222,6.470731992,6.531063351,6.57057299,5.608942496,5.732159925,5.729071896,5.535244661,5.765053988,5.330184356
"RALGPS1",6.848411996,6.78144345,6.688880501,6.817960703,6.839404629,6.838429281,6.701648691,6.841944643,6.766502839,6.774602519,6.734991229,6.476797323,6.092418389,6.161962635,6.200891046,6.02786804,5.995720189,6.064111287
"AL442663.4",6.334056971,6.278690731,6.135210518,6.347357995,6.000792915,6.718682484,5.827950491,5.961136364,6.123083304,6.004871516,5.815749262,5.304775529,5.138321785,5.829697348,5.634686469,5.557812925,5.325252149,5.72216101
"FKBP9P1",7.738637741,7.50895625,7.468443705,7.66220535,7.573869589,7.596037603,7.614288336,7.661999333,7.543587567,7.546036067,7.510593179,7.328911639,6.659544988,6.800691851,6.684532458,6.469820658,6.565328805,6.664141982
"AL441992.1",6.58081301,6.501978734,6.815397933,6.547507994,6.501444772,6.594973661,6.26046014,6.435066489,6.545782792,5.974727815,6.18043906,5.581489355,5.343418699,4.892035271,4.960011231,4.667641914,5.024113942,4.74108379
"PTDSS1",8.889995201,8.777379372,8.500362625,8.862484733,8.654928597,8.883951795,8.676962028,8.840603386,8.662143011,8.835912322,8.694621577,8.435882809,7.832858315,7.978552335,7.742845149,7.518830029,7.428942798,7.303160636
"POP1",7.249694518,6.989162403,7.133461362,7.226846262,7.269618763,7.296426084,7.03148268,7.105740039,7.144201602,7.151121112,7.203496242,6.912520763,6.435202747,6.473451529,6.368340488,6.646272597,6.403664095,6.306807314
"AIF1L",7.222898731,7.276977248,6.825876364,7.248378278,6.75474078,7.270977087,7.253997842,7.11224594,6.786863666,7.051795393,6.992450355,6.473071474,6.275573489,5.736470952,5.780306061,5.967719911,5.576714773,6.198107698
"BRD3OS",7.309861608,7.503736447,7.175752084,7.439428992,7.093431277,7.314911453,7.348856923,7.386188755,7.10823228,7.201443586,7.037933884,6.916885741,6.747640204,6.476864322,6.629290179,6.226116215,6.352018915,6.73490524
"DTX2",7.79554472,7.954076401,7.699536668,7.899912143,7.701815547,7.909416393,7.845796241,7.807775673,7.770319508,7.790092267,7.665505572,7.602003935,7.166468599,7.332624726,7.335791742,6.949882869,6.87088566,7.075004583
"RNF139-AS1",6.194327679,5.977508137,6.128858873,6.078727185,6.193635693,6.013135256,5.908437281,6.245818905,6.38439457,5.920257467,5.813412698,6.043738126,5.177690397,5.709829562,5.625662565,5.064512984,5.472014134,5.158055945
"SQLE",9.962336218,9.836660626,10.11573603,9.920262482,10.03810944,9.895873727,9.805999493,9.939481646,10.11823631,9.803282249,9.769184776,9.991815311,9.03981333,9.317277781,9.208222893,9.095381177,9.088935512,8.5980673
"AC005045.2",7.119297087,7.070305507,7.901957938,6.943514779,7.78403042,7.05151914,6.839195423,7.356858618,7.984496489,7.174857903,7.127639423,7.481161218,6.172150749,7.052386242,6.945182959,5.836633593,6.419110514,5.653403698
"CROT",7.119297087,7.070305507,7.901957938,6.943514779,7.78403042,7.05151914,6.839195423,7.356858618,7.984496489,7.174857903,7.127639423,7.481161218,6.172150749,7.052386242,6.945182959,5.836633593,6.419110514,5.653403698
"RHPN1-AS1",7.187474427,7.39222269,7.069275146,7.358037143,7.535175839,7.598466895,7.214696257,7.401900445,7.389477099,7.229212708,7.079342616,6.893925816,6.251334451,6.332494146,6.45615925,5.743483993,6.470371934,6.534401141
"AC105052.3",9.855883538,9.913873725,9.293072086,9.821488405,9.667175508,9.970404589,9.867805197,9.805662726,9.445353917,9.905232726,9.912042525,9.379921531,9.205930123,9.051633663,8.936937598,8.767916619,8.893866896,9.375146846
"CDK5",8.635283476,8.570699814,8.189124483,8.463628652,8.150776922,8.823913808,8.420049565,8.519751349,8.234009092,8.561811255,8.501983847,8.306435896,7.600772074,7.572476821,7.5805147,7.697279874,7.481596473,7.819333577
"LMBR1",8.53363085,8.590571602,8.980541599,8.302147787,8.700081113,8.500256552,8.279945642,8.50427894,8.763712782,8.352438065,8.294463052,8.51775907,7.379718164,7.42596921,7.280874684,6.961505347,7.136459768,7.184354871
"PLXDC1",6.334056971,6.278690731,6.135210518,6.347357995,6.000792915,6.718682484,5.827950491,5.961136364,6.123083304,6.004871516,5.815749262,5.304775529,5.138321785,5.829697348,5.634686469,5.557812925,5.325252149,5.72216101
"MT-TF",12.68760926,12.63201064,12.66440996,12.92079529,12.77801081,12.56855653,12.79264583,12.57539631,13.05189817,12.58150413,12.56784821,13.14553777,12.13233989,12.09249783,12.21546606,11.6631802,12.16420552,11.9987972
"MT-RNR1",12.68760926,12.63201064,12.66440996,12.92079529,12.77801081,12.56855653,12.79264583,12.57539631,13.05189817,12.58150413,12.56784821,13.14553777,12.13233989,12.09249783,12.21546606,11.6631802,12.16420552,11.9987972
"MT-TV",12.68760926,12.63201064,12.66440996,12.92079529,12.77801081,12.56855653,12.79264583,12.57539631,13.05189817,12.58150413,12.56784821,13.14553777,12.13233989,12.09249783,12.21546606,11.6631802,12.16420552,11.9987972
"MT-RNR2",12.68760926,12.63201064,12.66440996,12.92079529,12.77801081,12.56855653,12.79264583,12.57539631,13.05189817,12.58150413,12.56784821,13.14553777,12.13233989,12.09249783,12.21546606,11.6631802,12.16420552,11.9987972
"GOLGA2P10",9.907210484,10.0329652,10.00352929,9.835251473,9.57006538,10.01044723,9.739545908,9.844960286,9.646761469,9.758082611,9.707229503,9.271297388,8.735386376,8.921133382,8.740638389,8.425640982,8.84259438,8.953164516
"SLC25A6",10.75308403,10.74255925,10.55177856,10.74259291,10.5963129,10.8259003,10.62200092,10.6875266,10.28970148,10.57641607,10.59872191,10.20425759,9.960928532,10.05401983,10.00875512,9.71634203,9.86036312,10.10615472
"TIMP1",7.915674937,8.133636718,7.477763216,8.052406096,7.673587965,8.002726496,8.006522291,7.971167171,7.49108999,7.819840782,7.764441762,7.364532018,7.034769241,6.966217332,7.012388331,6.592700972,6.968868399,7.40992065
"PORCN",6.798848135,7.056369203,7.306198646,7.027999332,7.063327316,7.017499952,7.006856171,6.999193324,7.12396864,6.887916025,6.686025626,7.021342525,6.281103074,6.622159674,6.459774494,5.749267172,6.145694424,6.194187713
"EBP",8.826870023,8.740316305,8.115586098,8.559240669,7.994265361,8.749590821,8.573343427,8.531856117,8.119848758,8.607502926,8.502013094,7.98383223,7.802998853,7.339372434,7.340081391,7.537728609,7.252981764,7.911987866
"MAGED1",8.460296558,8.450347436,8.209758376,8.441453406,8.191299766,8.481295497,8.3027459,8.491523202,8.227785784,8.336740355,8.324275288,8.027145345,7.298105237,7.522253775,7.442150014,7.533233652,7.183772015,7.434378614
"MAGED2",8.464731999,8.464538462,7.511598156,8.387511204,7.793745757,8.530789916,8.348383888,8.497681171,7.712197807,8.350747213,8.492187437,7.450964852,7.245592061,6.777783624,6.757002775,7.455266927,6.750298897,7.310639435
"LINC00630",6.330456049,6.066281543,6.529277321,6.197379462,6.508397045,6.105311404,5.934415049,6.353439848,6.373661795,6.23574081,6.113889238,6.073873807,5.529237474,5.774434744,5.568678348,5.297030551,5.615063202,5.397855033
"TMEM164",8.424050209,8.417646441,7.9588163,8.413216448,7.947123296,8.69443213,8.315687076,8.269838233,8.162922814,8.251746974,8.261761023,7.800847396,7.262066967,7.320155258,7.117659805,7.185310928,6.915350092,7.182703864
"BCAP31",10.98237796,10.68161821,10.57571772,10.85287023,10.54849506,10.68855347,10.75048639,10.95095529,10.62708932,10.80144129,10.75704052,10.57532873,10.19691956,10.09648054,10.09285436,9.750701651,9.903403712,9.891287056
"GOLGA2P7",9.907210484,10.0329652,10.00352929,9.835251473,9.57006538,10.01044723,9.739545908,9.844960286,9.646761469,9.758082611,9.707229503,9.271297388,8.735386376,8.921133382,8.740638389,8.425640982,8.84259438,8.953164516
"AC044860.1",9.907210484,10.0329652,10.00352929,9.835251473,9.57006538,10.01044723,9.739545908,9.844960286,9.646761469,9.758082611,9.707229503,9.271297388,8.735386376,8.921133382,8.740638389,8.425640982,8.84259438,8.953164516
"MTRNR2L8",12.68760926,12.63201064,12.66440996,12.92079529,12.77801081,12.56855653,12.79264583,12.57539631,13.05189817,12.58150413,12.56784821,13.14553777,12.13233989,12.09249783,12.21546606,11.6631802,12.16420552,11.9987972
"RNF141",12.68760926,12.63201064,12.66440996,12.92079529,12.77801081,12.56855653,12.79264583,12.57539631,13.05189817,12.58150413,12.56784821,13.14553777,12.13233989,12.09249783,12.21546606,11.6631802,12.16420552,11.9987972
"MIR3198-1",9.332153621,9.048567302,8.91178407,9.231643135,9.095639181,9.104842277,9.04117483,9.174892555,9.146454607,9.422933034,9.628349067,9.137786094,8.307686572,8.29579888,7.97208005,8.560343482,8.219834698,8.008685312
"XBP1",10.8530558,10.57321207,10.45962803,10.67188852,10.75455695,10.55428515,10.68065987,10.83147484,10.73367172,10.64524369,10.67270321,10.41106551,9.35133188,9.146248512,9.218770952,8.516572167,8.779060802,8.628287305
"AHCY",7.98242997,8.234394009,7.405476555,8.125509342,7.4275488,8.174668188,7.9169597,7.980950958,7.380308857,7.971286207,7.894301017,7.299336757,7.129176558,6.864734547,7.015382885,7.031023256,6.726727581,7.156477587
"ZHX3",7.541082059,7.538019863,7.611286638,7.655195844,7.565446738,7.629721903,7.492651865,7.51893497,7.399572207,7.48464835,7.416939442,7.293399888,6.724524432,7.022292779,6.859757311,6.821190871,6.72719378,6.809517151
"NAGA",7.259768725,7.100736485,6.856766229,7.253667574,6.622898904,7.317314924,7.019912879,7.192279517,6.789255481,7.054329243,7.147428813,6.611987761,6.216068322,6.168989871,6.010738936,5.92518826,6.035951442,6.311283628
