"","GSM4731601","GSM4731602","GSM4731603","GSM4731604","GSM4731605","GSM4731606","GSM4731607","GSM4731608","GSM4731609","GSM4731610","GSM4731611","GSM4731612","GSM4731613","GSM4731614","GSM4731615","GSM4731616","GSM4731617","GSM4731618"
"AC110288.1",5.283894678,5.188410694,5.482159966,4.966742629,5.395319675,5.260456725,5.347512296,4.929153499,5.669883471,4.940051265,4.721543174,4.824317533,5.494634486,7.750862693,7.370677874,5.024167539,5.396124156,4.967678621
"RANBP6",6.305833763,6.134541257,5.94441441,6.230963413,6.557269192,6.062753039,5.842910745,6.299996121,6.518019991,6.720845844,6.766922653,6.560837769,7.043540715,7.162530384,7.322511387,7.373779408,7.426761856,6.894003019
"AF279873.2",5.652613099,5.536032298,5.570380464,5.860609605,5.740076035,5.516542153,5.706881997,5.628994853,5.856533798,5.906647633,5.842636648,6.015993275,5.905023123,5.859971131,5.820571558,5.866118944,5.770428255,5.590250024
"RPSAP9",4.199294603,4.140663853,4.007082339,3.918216883,3.864939531,3.927728978,3.808774131,3.882315751,4.028184916,3.78720752,3.720199888,3.88129684,3.914407357,3.962160936,3.754210651,3.931058494,3.893702113,3.882149315
"NCBP1",8.887836452,8.639121734,8.759421088,8.910322043,9.098520856,8.672329679,8.778335478,8.932325077,9.062064778,9.1079935,9.116794436,9.037939348,9.116988133,9.043634027,9.193379577,9.472868034,9.315549762,9.002748883
"ABITRAM",8.359703443,8.308215982,8.650468351,8.509746505,8.559094932,8.455960993,8.412454773,8.558868877,8.703899288,8.882038791,8.783371374,8.897737258,8.881215839,8.868560131,8.905451045,8.70239943,9.180882072,8.808610246
"PDE7A",5.557556602,5.42160569,5.470361518,5.608866746,5.695506157,5.59261715,5.44785717,5.724275492,5.953477468,5.898858014,5.801062593,5.686270072,5.943007913,5.812433496,6.054747441,6.573807787,6.420620303,6.494458953
"OLFML2A",7.007526361,7.193209066,7.255689987,6.995594834,6.978308604,7.070931818,7.141351164,6.980059849,6.932633979,6.809331976,6.801681387,6.817832961,6.521345104,6.646229829,6.463965643,6.097915179,6.237226484,6.431313363
"TMSB4XP4",8.800270001,8.602073799,8.457957462,8.861617572,8.956650398,8.367108535,8.778382572,8.785915454,8.780186237,8.948848575,8.917532166,9.194852434,9.311175883,9.153662153,9.328116591,9.563605875,9.461254444,9.206947717
"YWHAEP1",5.962291371,5.888242218,5.618267333,6.096224328,6.168304158,6.049616518,6.10025732,5.990701538,6.18703782,6.175495439,6.239846222,6.382718749,6.361282383,6.207035365,5.96066595,6.170986391,6.132082693,6.154342162
"AC106038.1",7.131177857,6.875676966,6.806976491,7.059306308,6.984934051,6.905208014,6.762198799,6.876971111,7.26699549,7.325521176,7.225484104,7.374024098,7.005769491,7.018133412,7.193736172,6.586898184,6.933478833,6.592351747
"AL441992.1",6.58081301,6.501978734,6.815397933,6.547507994,6.501444772,6.594973661,6.26046014,6.435066489,6.545782792,5.974727815,6.18043906,5.581489355,5.343418699,4.892035271,4.960011231,4.667641914,5.024113942,4.74108379
"MIR3151",5.750377448,5.908671307,6.184223113,5.663050427,5.395607449,5.574194644,5.865933505,5.629053488,5.972096252,5.227799285,5.516550566,5.447938747,5.925588993,5.833513445,5.65326553,5.424807024,5.920803609,5.570567567
"METTL2B",8.231328373,8.013533542,7.961363816,8.224014362,8.280759648,8.219702064,8.090233537,8.249845837,8.269516092,8.523882405,8.514348274,8.306527368,8.71472665,8.616787866,8.560497637,8.80885424,8.529174717,8.635110874
"LINC01003",7.023353756,7.185193589,7.054415415,7.020436475,6.762280223,7.071243345,7.10779889,6.989524466,7.034680613,6.829780221,6.835615273,6.695149487,7.032005204,6.981775234,6.870114216,6.81735601,6.588608006,6.956852684
"AL512604.3",3.918679782,3.943447991,4.168750086,3.681975587,4.002974879,3.853937648,3.602614735,3.963665838,3.899531935,3.794642586,3.64362061,3.648487811,3.773486442,4.118485419,3.936351857,3.451309359,3.607596644,3.685310161
"AL591212.1",3.704237501,3.719033535,4.032529805,3.600441293,3.610209083,3.393854276,3.573066089,3.587898756,3.414988378,3.306422191,3.476673454,3.485317814,3.556953698,3.530385555,3.572053625,3.196803223,3.452937019,3.301884427
"HUWE1",10.67704391,10.59412155,10.5730473,10.74311159,10.79112323,10.73372627,10.72614283,10.74014189,10.82852096,10.93811279,10.8650305,10.98361384,11.06278027,11.04432223,10.95005015,11.16094546,11.1296554,11.06162778
"MIR3978",7.061287291,6.817941088,6.905628656,6.696580673,7.066093075,6.596361857,6.620284663,6.560285075,6.926056644,6.557154924,6.536587239,6.434757978,6.209887105,6.294877259,6.279516932,5.894342668,6.129186239,5.98240463
"DKC1",8.533521755,8.370541158,8.669368695,8.504094764,8.781849711,8.475192374,8.470397075,8.614233005,8.701993931,8.903406422,8.985408683,9.067926703,9.346137271,9.342842083,9.265729766,9.331833901,9.189397658,8.92485197
"VBP1",7.420462709,7.160225184,7.35788793,7.439543008,7.578750432,7.441079555,7.283953632,7.342223978,7.567189878,7.688229675,7.754051774,7.779212346,8.04082202,7.889378416,7.91732834,8.301293609,8.205326227,8.183980217
"PFDN4",7.641000127,7.403834617,7.525516821,7.617554474,7.959017038,7.57500954,7.546920667,7.594770198,7.831413152,7.927619031,7.928621415,8.0018175,8.154892368,8.277916272,8.171381294,8.244547588,8.26821267,7.979186089
"AL139349.1",6.285098425,6.386487115,6.461206031,6.16806638,6.442311388,6.295766895,6.183656863,6.22319562,6.307752283,6.042226643,6.051800385,5.952444805,6.167566434,5.97310151,5.551033989,5.505895839,5.836703353,5.867639417
