"","GSM4731601","GSM4731602","GSM4731603","GSM4731604","GSM4731605","GSM4731606","GSM4731607","GSM4731608","GSM4731609","GSM4731610","GSM4731611","GSM4731612","GSM4731613","GSM4731614","GSM4731615","GSM4731616","GSM4731617","GSM4731618"
"GPCPD1",5.660109961,5.386631127,5.807251742,5.545154752,5.883773139,5.416022363,5.321550053,5.685818313,5.88673617,5.64955651,5.761751876,5.78028064,6.015239474,6.165679521,6.173797842,6.818877203,6.715027233,6.086967393
"ESF1",7.845362667,7.425729651,8.196273013,7.640889234,8.534793906,7.651633103,7.524268106,7.82498624,8.463281293,8.020836867,8.02505538,8.653475939,8.563903151,9.012294593,8.924564435,9.29112949,9.568206528,8.566471015
"FLRT3",4.883999045,4.843931268,5.394326532,4.864232569,5.214813847,4.846952761,4.556105645,4.869658587,5.091518881,5.341144533,5.315255226,5.4922319,7.178052198,7.069488147,7.342877237,7.928197398,8.288801258,7.958618022
"XBP1",10.8530558,10.57321207,10.45962803,10.67188852,10.75455695,10.55428515,10.68065987,10.83147484,10.73367172,10.64524369,10.67270321,10.41106551,9.35133188,9.146248512,9.218770952,8.516572167,8.779060802,8.628287305
"AHCY",7.98242997,8.234394009,7.405476555,8.125509342,7.4275488,8.174668188,7.9169597,7.980950958,7.380308857,7.971286207,7.894301017,7.299336757,7.129176558,6.864734547,7.015382885,7.031023256,6.726727581,7.156477587
"ITCH",8.509220532,8.304190828,8.414034385,8.506428327,8.637999904,8.485564028,8.326100541,8.528577511,8.62933576,8.666871027,8.614001175,8.584569533,9.075492463,9.093031776,9.158518654,9.812602473,9.495154341,9.266746498
"MYH9",9.520135333,9.594327855,9.258722678,9.647992843,9.282564796,9.616590102,9.54872049,9.528515105,9.340215656,9.839779375,9.719803728,9.277307856,10.7006643,10.58402838,10.5341283,10.91963827,10.53831085,10.97610701
"TOP1",10.10059102,9.92497782,10.05891466,10.11596998,10.47412032,10.02271359,10.03872013,10.07412994,10.25388025,10.25762415,10.30512842,10.33898317,10.69659412,10.67313484,10.70241954,11.3364106,11.03192045,10.73395873
"ZHX3",7.541082059,7.538019863,7.611286638,7.655195844,7.565446738,7.629721903,7.492651865,7.51893497,7.399572207,7.48464835,7.416939442,7.293399888,6.724524432,7.022292779,6.859757311,6.821190871,6.72719378,6.809517151
"EP300",9.196326957,9.218525109,9.528711003,9.203708081,9.586116096,9.198313371,8.983037309,9.175246187,9.505825975,9.294530476,9.228199105,9.618714754,9.662510571,10.17825661,10.29655148,10.12641874,10.31974952,9.991685444
"NAGA",7.259768725,7.100736485,6.856766229,7.253667574,6.622898904,7.317314924,7.019912879,7.192279517,6.789255481,7.054329243,7.147428813,6.611987761,6.216068322,6.168989871,6.010738936,5.92518826,6.035951442,6.311283628
"TP53RK",6.712977964,6.694264763,6.88043124,6.722152735,6.715841058,6.673841006,6.726085154,6.715716499,6.828260699,6.818727381,6.633058539,6.900932139,7.277936704,7.015749637,7.418646094,7.527868431,7.611839328,7.47231862
"RNF114",9.860295769,9.740530523,9.623945703,9.82266176,9.584405552,9.938966214,9.716543147,9.786588441,9.769894223,10.10075681,10.09452264,9.697866699,11.03248408,10.94713814,11.03241227,10.89912992,10.80283141,11.10700714
"TFAP2C",9.047471498,9.032088061,8.900651801,8.998133842,8.831260047,9.198958116,8.966090298,8.923935698,8.82167078,9.032788252,9.077727925,8.716675214,9.422783334,9.172158997,9.334136446,9.908240324,9.714817074,10.024134
